order_id,seller_state,customer_state,payment_type,order_purchase_timestamp,weight_g,category,label
e5ca5039b91a2e7f504bc29aba41559c,BA,ES,boleto,2018-07-27 04:12:36+00:00,700,telephony,on_time
58b198357d2b68044f885a370a585ff3,SP,SP,credit_card,2017-04-15 22:00:21+00:00,1200,cool_stuff,late
addee0cbf3361fd2ad627432082aa096,SC,PR,credit_card,2017-08-15 14:51:31+00:00,300,health_beauty,on_time
d7e7622a9e190f83da789245a07a174b,SP,RS,credit_card,2017-06-02 09:15:40+00:00,200,sports_leisure,on_time
16424ce30b370cd4ad36d4aa24baf5f2,SP,SP,voucher,2018-04-15 13:53:12+00:00,525,health_beauty,on_time
8ba82ebd20e0c7f083b53f3b3e78614e,SP,SP,credit_card,2017-07-19 12:53:01+00:00,9750,bed_bath_table,on_time
c7ed918d8db50526f07711b3cb8ec6e2,SP,SP,credit_card,2017-12-18 19:52:10+00:00,850,drinks,on_time
ecfc862cb2fabd3d5f9c86117a9baff0,SP,PR,credit_card,2017-02-05 19:13:56+00:00,400,bed_bath_table,late
73d609151d68d82b9e930d9e14458b61,SP,PA,credit_card,2017-04-07 16:55:46+00:00,2000,cool_stuff,on_time
5b829c37201779df841d79b1875ca7ef,SP,AC,credit_card,2017-11-27 19:57:02+00:00,350,auto,on_time
e554faec14ac84b923b5b62b78b89c4e,SP,SP,credit_card,2017-07-10 18:25:59+00:00,200,watches_gifts,on_time
e062128a636025faaa59e161cf4554cc,PR,SP,boleto,2018-03-18 10:29:39+00:00,1550,sports_leisure,on_time
a71be8f3b8729c021b536bb8e7471000,SP,SP,credit_card,2018-08-16 15:40:31+00:00,350,baby,on_time
604b550c04e61700ab7bcb2ac5b5ca53,RS,RS,boleto,2017-10-15 13:01:37+00:00,4950,cool_stuff,on_time
a3629884bf8956b0f572069b8a20cc55,SP,AC,credit_card,2017-10-03 13:26:21+00:00,350,auto,on_time
3921700d2866038326e6fa0b48962e35,SP,SP,credit_card,2017-09-13 20:54:34+00:00,500,toys,on_time
9c290246355e5c4ece97651b258c9d06,SP,MG,credit_card,2017-11-26 22:38:12+00:00,350,fashio_female_clothing,on_time
38e80d72b34e2f2812529ccf6edbdbb4,SP,MG,credit_card,2017-09-27 21:41:08+00:00,5950,auto,on_time
dacf07b003ccc1ffbf3d890a402329f8,SP,RJ,credit_card,2017-02-12 16:03:25+00:00,15475,office_furniture,on_time
72c43226251f106407afcfe2b2f2e247,MG,RJ,credit_card,2017-10-10 22:17:59+00:00,7900,construction_tools_construction,on_time
47321cd41efe54fcdf12635bb2b59437,MG,ES,credit_card,2017-04-24 14:42:17+00:00,200,housewares,on_time
1ea3e66a79abe98744817178ba99da82,SP,SP,debit_card,2017-09-18 11:23:52+00:00,1750,bed_bath_table,on_time
5074238c56f199449436a1260aead2fd,SP,SP,credit_card,2017-11-25 10:00:53+00:00,550,cool_stuff,on_time
7b994fc7c7528d2098eebcb19d18ce7e,SP,RS,credit_card,2017-08-25 09:15:51+00:00,650,bed_bath_table,late
80857379baf9c428499c9de7712d6503,SP,SP,credit_card,2018-08-21 15:39:10+00:00,100,health_beauty,on_time
036bbb637f99f662c928d303d461ffe1,MG,SP,credit_card,2018-03-20 11:52:52+00:00,900,toys,on_time
f3066418fab0adaa48dc4e3c19e4b65b,SP,PR,credit_card,2018-05-18 08:50:46+00:00,83,health_beauty,late
00f1cc7439ccb8671133776d1829faf5,SP,SP,boleto,2017-11-22 22:07:04+00:00,1800,toys,on_time
5c26fc72dfb3f4ee72fee72d193d62a5,SP,SP,credit_card,2017-09-16 13:24:07+00:00,1383,bed_bath_table,on_time
37d24e9a88068283d102aebd4f765133,MG,SP,credit_card,2017-01-22 23:08:14+00:00,1420,bed_bath_table,on_time
8908c3c6b8591a4d779bc5a4abf4f951,MG,SP,voucher,2017-04-05 14:54:55+00:00,900,luggage_accessories,on_time
0a191803956e2748ef8dc1ed7ed5e991,SP,SP,credit_card,2018-06-16 19:13:42+00:00,850,garden_tools,on_time
f888aadfaf9861131a6b24882e4c5ee4,SP,SP,credit_card,2017-07-08 15:38:35+00:00,800,furniture_decor,on_time
10251ca016384afb8d4954da5fb3b419,SP,DF,credit_card,2018-07-27 20:37:12+00:00,11300,office_furniture,on_time
652e395eca81cbe843ef95202a101cf0,SP,SP,credit_card,2018-07-24 12:26:26+00:00,750,small_appliances,on_time
32065e5956c0bd03d20f89203871cbd0,SP,SC,credit_card,2017-11-24 22:46:40+00:00,1100,bed_bath_table,on_time
cd0589dd69b11dbb8ca5adbe3fb753e6,SP,SP,credit_card,2018-07-12 21:30:21+00:00,1950,furniture_decor,on_time
2b500c112e920c97340e29545b8968bb,SP,PE,credit_card,2018-02-06 14:46:23+00:00,342,watches_gifts,on_time
f62fdeb39023106b1bb98bee97a54a87,SP,PB,credit_card,2018-03-22 18:19:14+00:00,475,watches_gifts,on_time
5ab757281ff67823b81ca9b6cfd13e21,SP,MT,credit_card,2018-03-11 17:27:22+00:00,3567,small_appliances,on_time
ca5e507d8621f833ffba625f3303dbf4,SP,SP,credit_card,2017-05-14 11:01:33+00:00,250,telephony,on_time
f69258a9318a993c9354122221c82980,SP,BA,credit_card,2018-08-07 18:34:26+00:00,401,electronics,on_time
aefd4f1e5f6dc055f7a57ff5d884071e,SP,DF,boleto,2017-04-22 10:28:31+00:00,275,telephony,on_time
f160c3778d5bd8e90d2ca1e3ea6ad197,PR,RJ,credit_card,2017-03-22 12:55:04+00:00,820,furniture_decor,on_time
a37057df33d7a542cf514f9cbe7a311d,SP,SC,credit_card,2018-04-25 08:32:52+00:00,1700,art,on_time
ed04068c75edb94aa53d146e07e4a67b,SP,SP,credit_card,2018-06-21 12:55:36+00:00,4650,cool_stuff,on_time
e3a851896a5960f36443bee36f006936,SP,PA,credit_card,2017-11-12 22:54:54+00:00,400,watches_gifts,on_time
8d1177e3fcee9f6f1985cc468d87a7d1,SP,PE,credit_card,2017-12-09 17:59:47+00:00,8800,bed_bath_table,on_time
4fc1ab1684475d151043e9bcb3e3a0eb,SP,MG,credit_card,2017-06-30 10:13:23+00:00,1600,small_appliances_home_oven_and_coffee,on_time
e55253f870ba00d40f6f01475ceecd3c,SP,SP,boleto,2018-03-15 23:52:07+00:00,14100,pet_shop,on_time
eb7469eb92114d9ad0fec862b33ed95d,SP,SP,credit_card,2017-09-19 19:30:07+00:00,200,auto,on_time
2e2d43380f2a8c56a9378e75b9b474fe,SP,MG,voucher,2017-02-19 20:17:14+00:00,150,toys,on_time
3bdebe4ea3f450a5d8f6c50f1771c9ef,ES,MG,credit_card,2017-12-12 21:48:33+00:00,9000,garden_tools,on_time
18b5dc19d0cf40a8d307902c30296340,SP,PR,credit_card,2018-02-25 11:50:52+00:00,586,cool_stuff,late
f7485abcf1f560757db577b02f448bcc,RJ,MG,credit_card,2018-06-05 09:31:33+00:00,733,musical_instruments,on_time
6e1544fdf72a0f33f9d87bc0a3c6aefe,SP,SP,credit_card,2018-02-15 10:37:28+00:00,1050,cool_stuff,on_time
f819c53d333f9775d516f9ab29e0ded8,SP,SP,boleto,2018-02-15 10:26:43+00:00,9350,cool_stuff,on_time
52586b1b9916f51d8bf0d76295da9f6a,SP,RJ,credit_card,2017-03-02 20:42:10+00:00,1000,furniture_decor,on_time
9458f512472606de1d13e5e0956e72cd,SP,SP,credit_card,2018-05-15 09:20:25+00:00,11325,industry_commerce_and_business,on_time
cdc5c73d13831406606c28ea88d86ae9,SP,SP,boleto,2018-01-06 13:03:06+00:00,450,watches_gifts,on_time
61fc1e01fc9cd8344b0d1fda336a8be1,PR,RS,credit_card,2018-03-27 20:39:09+00:00,450,cool_stuff,on_time
c8dc9486538955f490d0a13d54f76fe0,SP,PE,credit_card,2017-10-06 19:38:37+00:00,2570,health_beauty,on_time
2d9ea6c9337741bea0f83807c9a5ecdd,SP,SP,boleto,2018-02-09 12:02:39+00:00,1650,garden_tools,on_time
1974ffc6d3d8f6e9d8f82fcffa4be2a5,SP,SP,credit_card,2018-07-18 14:09:47+00:00,250,health_beauty,on_time
bbefeab68749f74e42e52dc3bea0a79e,SP,SP,credit_card,2018-01-18 15:53:05+00:00,1300,sports_leisure,on_time
e7a0d968e1490c9d5c075df5f3e751ce,MA,SP,credit_card,2018-07-12 21:51:56+00:00,350,health_beauty,late
7a275273bce174382bf22826d9150592,SP,SP,boleto,2018-06-25 21:58:39+00:00,450,computers_accessories,on_time
38fe8ffc7dfc8ee342b24cbd15715716,PR,SP,credit_card,2017-11-16 19:25:07+00:00,9400,baby,on_time
691548a8f95ca2e83c1ffa5df7140739,SP,MT,boleto,2018-02-14 00:37:19+00:00,150,fashion_bags_accessories,on_time
47c195b6b404c1fa22f04b99a37a0b29,MG,RJ,boleto,2018-06-27 07:35:53+00:00,11400,housewares,late
028e37ed7cdd54ad41506f61df708cf9,SP,SP,credit_card,2018-04-10 16:44:54+00:00,250,perfumery,on_time
9557c06b25706a833b8edf4783ea5661,SP,SP,credit_card,2017-03-16 16:20:49+00:00,1700,perfumery,on_time
fa80f0d51be5bc219ebc8193038c17b2,SC,SP,credit_card,2018-05-06 13:15:08+00:00,7750,cool_stuff,on_time
097abce97e431993434adabc1aaec4e4,BA,SP,credit_card,2017-10-08 22:13:39+00:00,200,food_drink,on_time
cc39eb27597876b3ad16c246ffcfd8de,SP,SP,credit_card,2017-10-06 08:42:02+00:00,275,health_beauty,on_time
10799b37b7755c4d8b315b4c0dfb187e,SP,SP,credit_card,2018-05-18 20:11:25+00:00,250,drinks,on_time
3aa2600d02e113fa1145a76a2e90185f,SP,RN,credit_card,2018-06-29 15:06:22+00:00,1800,furniture_decor,on_time
d82b278ce974fb241a84117441013d91,SP,GO,credit_card,2018-06-05 23:02:08+00:00,150,health_beauty,on_time
d2231c35916ce1b4819acbfb88730816,SC,SC,boleto,2018-01-17 20:58:54+00:00,350,sports_leisure,on_time
aded763e095ef505747ec7376f7310ef,SP,RS,credit_card,2017-11-08 20:24:38+00:00,200,watches_gifts,on_time
d82c5f84358d79a603ddd499e2ab9d22,SP,MG,credit_card,2018-02-07 00:35:59+00:00,600,stationery,on_time
1b28920b3083a7e83efa240c1a6044c8,RJ,RJ,credit_card,2018-05-21 14:47:30+00:00,100,toys,on_time
5ba291a4740d9f7973e2f135a6a7f54f,SP,SP,credit_card,2017-05-08 11:45:34+00:00,1000,housewares,on_time
e5e7f892785fbe21a339bcd77efdae86,SP,SP,credit_card,2017-12-01 20:48:11+00:00,400,furniture_decor,on_time
8333a97ebae7fc470923e0ab9e9f0737,MG,SP,boleto,2018-07-05 17:52:09+00:00,1150,food_drink,on_time
2e8644b6852a0e75700c764e182ddbbe,MG,DF,credit_card,2018-06-09 21:46:58+00:00,8700,housewares,on_time
3a090d54e49811f1f174f6b13d8bb359,SP,RJ,credit_card,2017-09-03 12:20:34+00:00,4317,cool_stuff,on_time
cb799c1b342aad161c953b9680c67105,SP,DF,credit_card,2018-02-11 20:09:55+00:00,11250,housewares,on_time
b6373737638442df0342f512435488df,SP,RJ,credit_card,2017-12-05 02:27:07+00:00,200,electronics,on_time
3b9de7cf25713aac3ab7e5cc48d83983,SP,BA,credit_card,2017-07-20 10:38:58+00:00,1300,sports_leisure,on_time
7d8cbe66ebd79f0202cc906a1dc9c91b,BA,RS,credit_card,2017-12-06 00:18:44+00:00,200,food_drink,on_time
d855859634047e01721b79b19351224f,SP,RJ,credit_card,2017-05-01 14:04:36+00:00,7900,housewares,on_time
049bad09d9281445edb6dd1d6ece7395,SP,SP,credit_card,2017-07-14 11:36:41+00:00,400,baby,on_time
40542f414acd736bdacaeb85dc7df95a,RS,RJ,credit_card,2017-05-02 14:11:00+00:00,123,health_beauty,on_time
965f41a5261d9e54ef1e3c7944ed618d,SP,GO,credit_card,2017-04-14 01:25:25+00:00,950,home_appliances,on_time
0b8a71b3f5c221a69f4d23097cd604f6,RS,AL,credit_card,2017-06-09 13:59:38+00:00,1600,sports_leisure,on_time
a9d3d5644ade0a1e4724dbb4df266a21,SP,SP,credit_card,2018-06-23 22:57:13+00:00,550,toys,on_time
367d03bf43c911607f20c60d4be1032a,SP,SP,credit_card,2017-04-17 18:39:08+00:00,200,toys,on_time
0434058c92c9306bb6d1edd50bf3526a,SP,RJ,credit_card,2018-02-14 11:54:55+00:00,150,fashion_bags_accessories,on_time
c3297de5d87bdb1364601547517e83b0,RJ,SP,credit_card,2018-07-18 12:24:30+00:00,150,bed_bath_table,on_time
a3efa89d25b51667d526208e03ec60a8,SP,SP,credit_card,2017-12-13 21:12:13+00:00,400,perfumery,on_time
41368be455ef238cbcee276dc859c1bb,GO,SP,credit_card,2017-04-05 19:29:13+00:00,500,sports_leisure,on_time
2f126b65184ad1af3f36fcbf07ae078c,SP,SP,credit_card,2017-10-08 16:45:51+00:00,250,health_beauty,on_time
4f519ece529392f7272828e7c16e1a78,SP,SP,credit_card,2018-08-25 16:41:38+00:00,350,computers_accessories,on_time
970b0850a5b6ccaa34a0e887e8d10a5b,SP,SP,credit_card,2018-03-17 11:06:27+00:00,3500,garden_tools,on_time
bde129eebd03ffe125ca818b00f85b92,SP,DF,credit_card,2018-05-09 11:25:59+00:00,1750,baby,on_time
6c3b48207e30c29cf9d521795daaa5e7,SP,SP,boleto,2018-01-22 22:45:17+00:00,200,bed_bath_table,on_time
e444d35248c6b1c8b408719cf0cdae3d,SP,SP,credit_card,2017-06-28 16:18:53+00:00,100,musical_instruments,on_time
e57d3ed114cc6c8892c6ad047ecb7c99,SP,SP,credit_card,2017-05-17 21:31:07+00:00,4475,cool_stuff,on_time
0efa0c45020bf70a48af010afcf0a3cc,SP,SP,credit_card,2018-02-28 00:19:14+00:00,1167,electronics,on_time
52c61c311129f8dc9cc4f8f1c84b0b2d,SP,RJ,credit_card,2017-10-03 15:22:13+00:00,4100,watches_gifts,on_time
efd4b23521a036f85f700bc5cb8fe971,RS,RS,credit_card,2018-04-22 19:50:09+00:00,475,small_appliances,on_time
7fcdbfd4e4f06b53cde3be46b3798147,MG,SP,boleto,2018-02-23 16:47:13+00:00,12300,furniture_decor,on_time
01b330808c5819a6a3cb79b72f0b8288,RJ,MA,credit_card,2018-03-12 15:22:12+00:00,1136,sports_leisure,late
8df5cf9e272e804f5330340384db94d6,SP,BA,credit_card,2018-01-19 09:30:05+00:00,975,cool_stuff,on_time
157972ad87ad74e792dc1c49ead0f733,RJ,RJ,credit_card,2018-07-08 15:33:27+00:00,7500,furniture_living_room,on_time
cf5e87e100797719b34cfb5855313b85,SP,BA,credit_card,2018-06-11 11:16:38+00:00,200,home_appliances,on_time
7bbf1280be83a8ea2790e7b3a5aab7e6,SP,CE,boleto,2017-09-18 08:39:38+00:00,400,toys,on_time
c4e545bf33690bbfab5d78ae49c00564,RJ,RJ,boleto,2017-10-13 14:00:45+00:00,750,bed_bath_table,on_time
345cca4de7d0b4ae2a6aa85083aba293,SP,CE,credit_card,2018-05-31 10:27:56+00:00,350,watches_gifts,on_time
3525c1f0c416e65d601c6a9b2ecc9e96,PR,MG,credit_card,2018-06-23 01:17:19+00:00,2750,musical_instruments,on_time
806b3c21802d3221a944281399d2a6a8,SP,RJ,credit_card,2017-07-19 19:03:25+00:00,900,sports_leisure,on_time
265858f2ac3e966d6f2e63e5f7a51092,SP,SP,boleto,2017-10-26 10:30:47+00:00,200,watches_gifts,on_time
206fd475687c54cf4754368e15e43637,SP,PB,credit_card,2017-04-21 09:36:24+00:00,500,toys,on_time
1020cbc5eb8c82f34b7d93096010ceb9,SP,PB,credit_card,2017-12-16 15:53:14+00:00,1750,garden_tools,on_time
8dedd7e73279ba745515b492ca31eb5a,SP,SP,credit_card,2017-04-03 18:36:36+00:00,900,furniture_decor,on_time
d57d13bf49ecf7a6274ac017e98eb4e6,SP,SP,credit_card,2018-03-02 11:10:45+00:00,250,telephony,on_time
eab03e7736b6f5822bd2bf48812a57ae,SP,PE,credit_card,2018-07-02 12:37:42+00:00,10750,cool_stuff,on_time
a94b962669c74fd01d87a94aefd3eeff,SP,MT,voucher,2017-12-09 23:02:28+00:00,1650,garden_tools,on_time
054db90b78e9a5af5983855572b4e6d8,SP,RS,credit_card,2017-07-26 10:05:21+00:00,600,perfumery,late
e35e63b98848e494f75ce91dbef9cf11,SP,SP,credit_card,2018-06-28 15:24:35+00:00,3900,construction_tools_construction,on_time
d24f01de1dce380fb010847ceac48413,SP,SP,credit_card,2018-04-16 19:13:48+00:00,600,garden_tools,on_time
17e604bb550e265b46ebefe61430751b,SP,SP,boleto,2018-08-21 11:34:26+00:00,50,home_appliances,on_time
f54b0f9fdbe3e0a69bcc611b4f3de1f4,MG,PR,credit_card,2018-01-06 14:50:23+00:00,550,stationery,on_time
db2ab2d67b7e072882b87621025cc8d6,SP,SP,boleto,2017-07-30 17:48:59+00:00,300,housewares,on_time
e78ce48c9cd4e84041cfe6bed8be2000,PR,RS,credit_card,2018-04-02 17:45:46+00:00,100,electronics,on_time
f75d04d7bf218d0026ebdbd703d70fa0,SP,BA,credit_card,2018-07-03 20:43:12+00:00,250,computers_accessories,on_time
cf4e2fbc22f6efdf6c5988003626bf48,SP,SP,boleto,2017-09-22 15:23:01+00:00,1207,electronics,on_time
232ed087a5c59841a1a56af1fe8d797d,SP,PI,voucher,2017-05-03 21:09:15+00:00,2500,auto,on_time
0add19297766bc00a177a9ae740554eb,SP,SP,credit_card,2018-04-01 22:50:57+00:00,5650,health_beauty,on_time
62b86d4e40eb55d675e2ff8be00dd5e9,SP,MG,boleto,2017-03-09 18:15:38+00:00,22250,bed_bath_table,on_time
465e0536b29a94542aa63d8546a3981a,RJ,RJ,credit_card,2018-06-03 21:36:24+00:00,750,perfumery,on_time
a2648b8081fc5413a6e533ead30d6fb3,SP,RJ,credit_card,2018-06-22 11:25:14+00:00,1200,construction_tools_construction,on_time
ee6a5eda1f6348ce77dd734f59499ac0,MG,SC,boleto,2017-07-12 15:11:49+00:00,250,computers_accessories,on_time
159b0ce7faa02427505f3ce47f48e933,SP,ES,credit_card,2018-08-19 21:21:37+00:00,150,health_beauty,on_time
73287734c7b95e805d54a35d062627f2,SP,BA,boleto,2018-02-27 12:05:41+00:00,100,health_beauty,on_time
df63ae0d0b2e5965b6c56834f1ed3ec0,MG,MG,credit_card,2017-03-29 17:58:13+00:00,900,consoles_games,on_time
dccf99a9f12d7217cd20878c985d55ac,SC,PR,boleto,2017-11-29 03:15:25+00:00,150,musical_instruments,on_time
203b4c4ffae20ac2c0e84994938927aa,SP,MG,credit_card,2018-03-21 22:59:02+00:00,8633,office_furniture,on_time
0410f4cc1616cb8c9d1f03c78a8c9f81,SP,PE,credit_card,2017-06-22 22:31:14+00:00,7000,housewares,on_time
0297a2a062d136015afa9f5d9623818f,SP,SP,credit_card,2018-01-28 15:27:43+00:00,200,electronics,on_time
8bc4d5f37009b2f896e60ebbdef6993f,MG,SP,credit_card,2018-01-11 22:24:15+00:00,1100,auto,on_time
2f3efd5594cd02b721bf3a23bdd52aeb,SP,RJ,credit_card,2017-07-08 16:19:41+00:00,433,health_beauty,on_time
d9d104af1ea99e0b7f6b0644eedc74d0,SP,SP,credit_card,2017-02-15 00:24:14+00:00,500,furniture_decor,on_time
cb067eba36d6236992ae70d7498ca3d8,ES,RJ,credit_card,2018-03-12 07:31:29+00:00,8900,construction_tools_construction,on_time
5fa2c99acd19b1724a6bbce82b7fa3c9,SP,MS,credit_card,2018-03-08 11:43:33+00:00,2650,home_construction,late
032de54ca8e40cca1098da6c68ba92b3,PR,PR,credit_card,2017-09-26 07:58:27+00:00,625,baby,on_time
6c578cefe8f43f6e1394ded9f6f537c5,SP,SP,voucher,2017-04-06 15:35:33+00:00,4400,bed_bath_table,on_time
bd37a8e6c071459b0c45ad8337225d89,SP,GO,credit_card,2018-02-03 09:27:17+00:00,1600,auto,on_time
e45b8a62c43866e3c9989324547db51c,SP,RJ,credit_card,2017-07-06 09:43:53+00:00,700,baby,on_time
f9f0d1f8ad4a4325a1731807a9b8b65d,SP,SP,credit_card,2017-11-17 22:01:31+00:00,2225,bed_bath_table,on_time
5e4ef21263c26f393f06c68bb2ac73c0,SP,SP,boleto,2017-10-18 21:14:16+00:00,850,toys,on_time
0e0abe27977ea1d66568d6ee7d310217,SP,RJ,credit_card,2018-02-06 16:28:03+00:00,800,computers_accessories,on_time
a0312f29adf4584ac12f17aa74ca8f64,SP,SP,credit_card,2018-05-12 00:43:27+00:00,1750,auto,late
77c155208a2ebfadeb34ab55497c597d,SP,RJ,credit_card,2018-08-07 18:43:11+00:00,2800,sports_leisure,on_time
934998379448f54149af3041f9c8efc5,SP,RJ,credit_card,2018-04-04 22:25:36+00:00,893,costruction_tools_tools,on_time
0d1125edf803ac46b5804fc0d29730c3,SP,MG,credit_card,2017-02-27 20:00:10+00:00,1000,cool_stuff,on_time
8be1dd0fb923fea4a685f47cbad9e81a,SP,BA,credit_card,2018-04-09 20:18:23+00:00,400,health_beauty,on_time
1498068c608b11a2902e212d4d65d62c,SP,RJ,credit_card,2017-10-20 16:32:59+00:00,30500,stationery,on_time
294a163a5e62f051254e16cf0c98db6c,RJ,SP,credit_card,2017-11-27 16:59:53+00:00,800,toys,on_time
a55b72ebbf51055b6c5b083edbf8bfa2,SP,SP,credit_card,2017-02-15 14:37:36+00:00,800,garden_tools,on_time
25c570731859e7969527877f7d9375ae,SC,SP,credit_card,2018-06-17 20:50:32+00:00,975,bed_bath_table,on_time
707ce8d2f93336ab1524c11cdb659bec,SP,RJ,boleto,2018-05-09 22:09:32+00:00,200,auto,on_time
79c0fac13b3965c6b73c3fa600059b36,MG,RJ,credit_card,2018-02-20 22:32:06+00:00,3550,stationery,on_time
09d6c2dd8c08336a2cbd1c449a2ef158,SP,ES,boleto,2018-02-03 19:36:29+00:00,400,sports_leisure,on_time
7a3b7acfc934ff1d78118bc04bbcad7c,SP,SP,credit_card,2018-02-15 15:47:46+00:00,166,health_beauty,on_time
cd51709c98c738351915f79c4318675e,SP,SP,credit_card,2018-01-30 16:10:05+00:00,9600,bed_bath_table,on_time
90a0728a1ce3a04e661798e3db7d842b,SP,MG,credit_card,2017-11-24 19:31:32+00:00,350,bed_bath_table,late
1c3a07f6d5470538c2bbed1275e785b3,SC,RO,credit_card,2017-11-04 21:10:16+00:00,2400,office_furniture,on_time
ed35c6ec36a7b59c5e1f902280143fcd,SC,BA,credit_card,2018-02-04 22:27:44+00:00,1200,small_appliances,on_time
b0e2da4433a10c624a9f71b187e93915,SP,SP,credit_card,2017-05-06 21:55:41+00:00,400,health_beauty,on_time
e10b36804f91a77995a7a1f3b5454f24,SP,RJ,credit_card,2018-01-06 13:54:10+00:00,6400,auto,late
ba9ec6bfbbe8454a533f194e8cd420f8,SP,SP,credit_card,2018-03-28 16:09:21+00:00,444,watches_gifts,on_time
6543c9fd7bfbf8a31d844a1523b6f04d,SP,PR,credit_card,2018-01-16 22:49:54+00:00,800,bed_bath_table,on_time
8376f6035204b549b6bae5c4a7aa5a44,SP,PR,credit_card,2017-11-16 19:12:57+00:00,1350,toys,on_time
23a1c70ec5d4721643a10c305862583f,SP,SP,boleto,2018-01-15 17:10:51+00:00,540,health_beauty,on_time
28fb48574c983c05540825d1abf49e26,SP,SP,voucher,2017-07-15 02:41:53+00:00,800,housewares,on_time
5c6c792766bc857e0b5b1d22c5a963e7,SP,SP,credit_card,2017-09-10 19:25:55+00:00,10700,baby,on_time
567bc8dfa02c16b606eaae6cf970d50e,SP,SP,credit_card,2018-05-14 14:59:26+00:00,600,housewares,on_time
68cdf590f3c9a85b82b7bcb54874753e,RS,SP,credit_card,2018-04-19 17:28:29+00:00,2000,housewares,on_time
162475e808583e34c8306484480badb8,SC,MG,credit_card,2018-05-03 16:24:43+00:00,17600,auto,on_time
47676a246458b42506986a0c5b9dc94c,SP,SC,boleto,2017-02-03 13:02:57+00:00,3775,sports_leisure,on_time
6aabdc795efb588de3fc71a018cebff9,SP,BA,boleto,2018-07-08 09:11:27+00:00,1700,art,on_time
b1997cc3c923edc41f7077c64c6309be,SP,MG,credit_card,2018-06-07 15:52:19+00:00,200,construction_tools_lights,on_time
